invoice_id,invoice_record_index,evaluation_split,decision,known_violation,requires_review,expected_total_cents,billed_total_cents,violations,uncertainty
INV-H1-000661,661,development,review,False,True,,4771130,,service_match_unresolved
INV-H1-000662,662,held_aside,correct,False,False,3776025,3776025,,
INV-H1-000663,663,held_aside,correct,False,False,1212782,1212782,,
INV-H1-000664,664,held_aside,correct,False,False,1051575,1051575,,
INV-H1-000665,665,development,correct,False,False,3905115,3905115,,
INV-H1-000666,666,development,correct,False,False,3597600,3597600,,
INV-H1-000667,667,held_aside,review,False,True,,2053255,,delivered_quantity_or_duplicate_identity_uncertain|retention_or_payable_quantity_requires_review|service_match_unresolved
INV-H1-000668,668,held_aside,review,False,True,,3732703,,service_match_unresolved
INV-H1-000669,669,development,review,False,True,,4004804,,service_match_unresolved
INV-H1-000670,670,development,review,False,True,,4556525,,delivered_quantity_or_duplicate_identity_uncertain|retention_or_payable_quantity_requires_review|service_match_unresolved
INV-H1-000671,671,held_aside,correct,False,False,3243888,3243888,,
INV-H1-000672,672,development,correct,False,False,2842325,2842325,,
INV-H1-000673,673,development,correct,False,False,2680725,2680725,,
INV-H1-000674,674,held_aside,erroneous,True,True,,2416832,service_date,invalid_date_payability_requires_review|retention_or_payable_quantity_requires_review
INV-H1-000675,675,development,erroneous,True,False,1302105,1380400,duplicate_billing|invoice_amount|line_amount|unit_price,
INV-H1-000676,676,development,correct,False,False,4806734,4806734,,
INV-H1-000677,677,development,erroneous,True,True,,5360228,duplicate_billing|line_amount|unit_basis|unit_price,contract_quantity_unknown_due_to_unit_mismatch|delivered_quantity_or_duplicate_identity_uncertain|retention_or_payable_quantity_requires_review
INV-H1-000678,678,held_aside,review,False,True,,2165049,,delivered_quantity_or_duplicate_identity_uncertain|premium_eligibility_uncertain|retention_or_payable_quantity_requires_review|service_match_unresolved
INV-H1-000679,679,development,correct,False,False,2367163,2367163,,
INV-H1-000680,680,held_aside,review,False,True,,2942216,,service_match_unresolved
INV-H1-000681,681,development,correct,False,False,2649415,2649415,,
INV-H1-000682,682,held_aside,correct,False,False,1825648,1825648,,
INV-H1-000683,683,held_aside,review,False,True,,1895344,,service_match_unresolved
INV-H1-000684,684,development,review,False,True,,3797998,,service_match_unresolved
INV-H1-000685,685,held_aside,correct,False,False,1934580,1934580,,
INV-H1-000686,686,development,correct,False,False,2965003,2965003,,
INV-H1-000687,687,development,review,False,True,,2005410,,service_match_unresolved
INV-H1-000688,688,development,correct,False,False,2320550,2320550,,
INV-H1-000689,689,development,correct,False,False,1039568,1039568,,
INV-H1-000690,690,held_aside,correct,False,False,2820307,2820307,,
INV-H1-000691,691,development,correct,False,False,3328275,3328275,,
INV-H1-000692,692,held_aside,review,False,True,,3912118,,service_match_unresolved
INV-H1-000693,693,development,correct,False,False,3469593,3469593,,
INV-H1-000694,694,held_aside,review,False,True,,838345,,service_match_unresolved
INV-H1-000695,695,development,correct,False,False,1738208,1738208,,
INV-H1-000696,696,held_aside,correct,False,False,2209233,2209233,,
INV-H1-000697,697,development,correct,False,False,4420451,4420451,,
INV-H1-000698,698,development,correct,False,False,3421145,3421145,,
INV-H1-000699,699,development,correct,False,False,3027125,3027125,,
INV-H1-000700,700,held_aside,review,False,True,,1084251,,service_match_unresolved
INV-H1-000701,701,development,review,False,True,,729214,,service_match_unresolved
INV-H1-000702,702,held_aside,correct,False,False,4360605,4360605,,
INV-H1-000703,703,development,erroneous,True,True,,1076953,line_amount|line_arithmetic|unit_basis,contract_quantity_unknown_due_to_unit_mismatch|delivered_quantity_or_duplicate_identity_uncertain|retention_or_payable_quantity_requires_review
INV-H1-000704,704,development,correct,False,False,3733390,3733390,,
INV-H1-000705,705,held_aside,correct,False,False,904483,904483,,
INV-H1-000706,706,development,correct,False,False,1987700,1987700,,
INV-H1-000707,707,held_aside,correct,False,False,1936925,1936925,,
INV-H1-000708,708,held_aside,correct,False,False,2353606,2353606,,
INV-H1-000709,709,development,review,False,True,,3532926,,service_match_unresolved
INV-H1-000710,710,development,review,False,True,,3650814,,service_match_unresolved
INV-H1-000711,711,development,review,False,True,,2413074,,service_match_unresolved
INV-H1-000712,712,held_aside,review,False,True,,3858120,,service_match_unresolved
INV-H1-000713,713,development,correct,False,False,2411518,2411518,,
INV-H1-000714,714,held_aside,review,False,True,,1644350,,service_match_unresolved
INV-H1-000715,715,development,correct,False,False,970020,970020,,
INV-H1-000716,716,development,correct,False,False,1749386,1749386,,
INV-H1-000717,717,development,erroneous,True,True,,2651162,unit_basis,contract_quantity_unknown_due_to_unit_mismatch|delivered_quantity_or_duplicate_identity_uncertain|retention_or_payable_quantity_requires_review
INV-H1-000718,718,development,correct,False,False,783025,783025,,
INV-H1-000719,719,development,correct,False,False,845310,845310,,
INV-H1-000720,720,development,correct,False,False,3139824,3139824,,
INV-H1-000721,721,development,correct,False,False,1292690,1292690,,
INV-H1-000722,722,development,correct,False,False,1594886,1594886,,
INV-H1-000723,723,held_aside,correct,False,False,1427400,1427400,,
INV-H1-000724,724,development,correct,False,False,2600041,2600041,,
INV-H1-000725,725,development,erroneous,True,True,,1925550,daily_cap|line_amount,service_match_unresolved
INV-H1-000726,726,held_aside,review,False,True,,5002126,,service_match_unresolved
INV-H1-000727,727,development,review,False,True,,2700630,,service_match_unresolved
INV-H1-000728,728,development,review,False,True,,3622993,,service_match_unresolved
INV-H1-000729,729,held_aside,correct,False,False,3644405,3644405,,
INV-H1-000730,730,development,correct,False,False,1178920,1178920,,
INV-H1-000731,731,development,correct,False,False,1744546,1744546,,
INV-H1-000732,732,development,review,False,True,,4161065,,service_match_unresolved
INV-H1-000733,733,development,correct,False,False,4090367,4090367,,
INV-H1-000734,734,development,correct,False,False,2489815,2489815,,
INV-H1-000735,735,held_aside,correct,False,False,1067857,1067857,,
INV-H1-000736,736,development,review,False,True,,2087322,,service_match_unresolved
INV-H1-000737,737,development,correct,False,False,2828108,2828108,,
INV-H1-000738,738,development,correct,False,False,1219150,1219150,,
INV-H1-000739,739,development,review,False,True,,3794864,,service_match_unresolved
INV-H1-000740,740,development,correct,False,False,3197252,3197252,,
INV-H1-000741,741,development,correct,False,False,1896825,1896825,,
INV-H1-000742,742,development,correct,False,False,1375129,1375129,,
INV-H1-000743,743,development,correct,False,False,1134176,1134176,,
INV-H1-000744,744,held_aside,correct,False,False,3569096,3569096,,
INV-H1-000745,745,development,correct,False,False,2158353,2158353,,
INV-H1-000746,746,held_aside,correct,False,False,2466869,2466869,,
INV-H1-000747,747,development,correct,False,False,5741085,5741085,,
INV-H1-000748,748,held_aside,erroneous,True,True,,5359331,service_date,invalid_date_payability_requires_review|retention_or_payable_quantity_requires_review
INV-H1-000749,749,development,review,False,True,,3031243,,service_match_unresolved
INV-H1-000750,750,development,review,False,True,,2648724,,service_match_unresolved
INV-H1-000751,751,development,review,False,True,,4360656,,service_match_unresolved
INV-H1-000752,752,held_aside,correct,False,False,1357904,1357904,,
INV-H1-000753,753,development,correct,False,False,1630750,1630750,,
INV-H1-000754,754,development,review,False,True,,2153329,,service_match_unresolved
INV-H1-000755,755,development,correct,False,False,833600,833600,,
INV-H1-000756,756,development,correct,False,False,2783615,2783615,,
INV-H1-000757,757,development,correct,False,False,3577253,3577253,,
INV-H1-000758,758,development,correct,False,False,2229604,2229604,,
INV-H1-000759,759,development,correct,False,False,2822035,2822035,,
INV-H1-000760,760,held_aside,review,False,True,,2064095,,service_match_unresolved
INV-H1-000761,761,development,review,False,True,,3353665,,service_match_unresolved
INV-H1-000762,762,development,review,False,True,,1748571,,service_match_unresolved
INV-H1-000763,763,development,review,False,True,,5571890,,service_match_unresolved
INV-H1-000764,764,development,correct,False,False,3477914,3477914,,
INV-H1-000765,765,development,correct,False,False,3794865,3794865,,
INV-H1-000766,766,held_aside,correct,False,False,1177997,1177997,,
INV-H1-000767,767,development,review,False,True,,4651455,,delivered_quantity_or_duplicate_identity_uncertain|retention_or_payable_quantity_requires_review|service_match_unresolved
INV-H1-000768,768,development,correct,False,False,2781754,2781754,,
INV-H1-000769,769,development,correct,False,False,1679020,1679020,,
INV-H1-000770,770,development,review,False,True,,2038506,,service_match_unresolved
INV-H1-000771,771,held_aside,correct,False,False,5299935,5299935,,
INV-H1-000772,772,development,correct,False,False,3805854,3805854,,
INV-H1-000773,773,development,correct,False,False,2458809,2458809,,
INV-H1-000774,774,development,correct,False,False,1415218,1415218,,
INV-H1-000775,775,development,correct,False,False,3401339,3401339,,
INV-H1-000776,776,development,review,False,True,,3071675,,service_match_unresolved
INV-H1-000777,777,development,correct,False,False,2429769,2429769,,
INV-H1-000778,778,development,review,False,True,,2156416,,service_match_unresolved
INV-H1-000779,779,development,review,False,True,,628982,,service_match_unresolved
INV-H1-000780,780,development,correct,False,False,2770225,2770225,,
INV-H1-000781,781,development,review,False,True,,3681874,,service_match_unresolved
INV-H1-000782,782,development,correct,False,False,2323407,2323407,,
INV-H1-000783,783,development,correct,False,False,642675,642675,,
INV-H1-000784,784,development,correct,False,False,2218255,2218255,,
INV-H1-000785,785,development,correct,False,False,1849775,1849775,,
INV-H1-000786,786,development,correct,False,False,2993000,2993000,,
INV-H1-000787,787,development,correct,False,False,2059029,2059029,,
INV-H1-000788,788,development,correct,False,False,1059825,1059825,,
INV-H1-000789,789,held_aside,correct,False,False,2758680,2758680,,
INV-H1-000790,790,held_aside,correct,False,False,2404480,2404480,,
INV-H1-000791,791,held_aside,review,False,True,,3490975,,service_match_unresolved
INV-H1-000792,792,development,review,False,True,,3294373,,service_match_unresolved
INV-H1-000793,793,development,correct,False,False,4245835,4245835,,
INV-H1-000794,794,development,review,False,True,,2065304,,service_match_unresolved
INV-H1-000795,795,development,correct,False,False,2554725,2554725,,
INV-H1-000796,796,development,correct,False,False,4969812,4969812,,
INV-H1-000797,797,development,review,False,True,,3501930,,service_match_unresolved
INV-H1-000798,798,development,review,False,True,,2549162,,service_match_unresolved
INV-H1-000799,799,held_aside,correct,False,False,2070577,2070577,,
INV-H1-000800,800,development,correct,False,False,6020653,6020653,,
INV-H1-000801,801,held_aside,correct,False,False,1984773,1984773,,
INV-H1-000802,802,development,correct,False,False,3487115,3487115,,
INV-H1-000803,803,held_aside,review,False,True,,1401701,,service_match_unresolved
INV-H1-000804,804,development,correct,False,False,3265145,3265145,,
INV-H1-000805,805,development,correct,False,False,2615344,2615344,,
INV-H1-000806,806,development,correct,False,False,3064055,3064055,,
INV-H1-000807,807,development,correct,False,False,1638523,1638523,,
INV-H1-000808,808,held_aside,review,False,True,,3689488,,service_match_unresolved
INV-H1-000809,809,development,correct,False,False,3454991,3454991,,
INV-H1-000810,810,development,correct,False,False,2165925,2165925,,
INV-H1-000811,811,development,erroneous,True,True,,3714657,line_amount|unit_price,delivered_quantity_or_duplicate_identity_uncertain|retention_or_payable_quantity_requires_review|service_match_unresolved
INV-H1-000812,812,development,correct,False,False,1387250,1387250,,
INV-H1-000813,813,development,correct,False,False,3977875,3977875,,
INV-H1-000814,814,development,correct,False,False,1543045,1543045,,
INV-H1-000815,815,development,correct,False,False,3088264,3088264,,
INV-H1-000816,816,held_aside,review,False,True,,3836485,,delivered_quantity_or_duplicate_identity_uncertain|retention_or_payable_quantity_requires_review|service_match_unresolved
INV-H1-000817,817,development,review,False,True,,4033379,,service_match_unresolved
INV-H1-000818,818,held_aside,correct,False,False,3887630,3887630,,
INV-H1-000819,819,development,correct,False,False,981038,981038,,
INV-H1-000820,820,development,erroneous,True,False,2850137,2881532,invoice_amount|invoice_arithmetic|line_amount|unit_price,
INV-H1-000821,821,development,review,False,True,,3330606,,service_match_unresolved
INV-H1-000822,822,development,correct,False,False,1267835,1267835,,
INV-H1-000823,823,development,correct,False,False,1875655,1875655,,
INV-H1-000824,824,development,correct,False,False,2221734,2221734,,
INV-H1-000825,825,development,correct,False,False,3468479,3468479,,
INV-H1-000826,826,development,review,False,True,,2789238,,service_match_unresolved
INV-H1-000827,827,development,correct,False,False,3298041,3298041,,
INV-H1-000828,828,development,correct,False,False,3108983,3108983,,
INV-H1-000829,829,development,correct,False,False,3151440,3151440,,
INV-H1-000830,830,development,review,False,True,,1775270,,service_match_unresolved
INV-H1-000831,831,development,correct,False,False,2070440,2070440,,
INV-H1-000832,832,development,correct,False,False,4095085,4095085,,
INV-H1-000833,833,development,correct,False,False,1669100,1669100,,
INV-H1-000834,834,development,correct,False,False,1031797,1031797,,
INV-H1-000835,835,held_aside,correct,False,False,2718965,2718965,,
INV-H1-000836,836,development,correct,False,False,3025568,3025568,,
INV-H1-000837,837,development,correct,False,False,1216911,1216911,,
INV-H1-000838,838,development,correct,False,False,2223931,2223931,,
INV-H1-000839,839,development,correct,False,False,4664610,4664610,,
INV-H1-000840,840,development,correct,False,False,4454870,4454870,,
INV-H1-000841,841,development,correct,False,False,4617910,4617910,,
INV-H1-000842,842,development,review,False,True,,2138594,,service_match_unresolved
INV-H1-000843,843,development,correct,False,False,1086850,1086850,,
INV-H1-000844,844,development,correct,False,False,663386,663386,,
INV-H1-000845,845,held_aside,correct,False,False,3290314,3290314,,
INV-H1-000846,846,development,review,False,True,,2399363,,service_match_unresolved
INV-H1-000847,847,development,erroneous,True,True,,3988200,exclusion_window|line_amount|unit_basis,bundle_eligibility_uncertain|contract_quantity_unknown_due_to_unit_mismatch|delivered_quantity_or_duplicate_identity_uncertain|retention_or_payable_quantity_requires_review
INV-H1-000848,848,held_aside,correct,False,False,3271454,3271454,,
INV-H1-000849,849,held_aside,correct,False,False,3927848,3927848,,
INV-H1-000850,850,development,correct,False,False,5287691,5287691,,
INV-H1-000851,851,development,review,False,True,,2950556,,service_match_unresolved
INV-H1-000852,852,held_aside,erroneous,True,True,,2388675,duplicate_billing|line_amount|service_date,invalid_date_payability_requires_review|retention_or_payable_quantity_requires_review
INV-H1-000853,853,development,correct,False,False,1939273,1939273,,
INV-H1-000854,854,development,correct,False,False,3361815,3361815,,
INV-H1-000855,855,development,review,False,True,,2836990,,service_match_unresolved
INV-H1-000856,856,development,correct,False,False,860340,860340,,
INV-H1-000857,857,development,correct,False,False,2300235,2300235,,
INV-H1-000858,858,development,correct,False,False,2163860,2163860,,
INV-H1-000859,859,development,correct,False,False,775725,775725,,
INV-H1-000860,860,held_aside,correct,False,False,4432235,4432235,,
INV-H1-000861,861,development,correct,False,False,2483775,2483775,,
INV-H1-000862,862,development,correct,False,False,1902331,1902331,,
INV-H1-000863,863,development,review,False,True,,2812468,,service_match_unresolved
INV-H1-000864,864,development,correct,False,False,5563320,5563320,,
INV-H1-000865,865,development,correct,False,False,3607964,3607964,,
INV-H1-000866,866,development,review,False,True,,1655250,,service_match_unresolved
INV-H1-000867,867,held_aside,correct,False,False,5888095,5888095,,
INV-H1-000868,868,development,review,False,True,,3802873,,service_match_unresolved
INV-H1-000869,869,development,review,False,True,,3752925,,service_match_unresolved
INV-H1-000870,870,development,review,False,True,,745450,,service_match_unresolved
INV-H1-000871,871,held_aside,review,False,True,,2663757,,service_match_unresolved
INV-H1-000872,872,development,correct,False,False,1783506,1783506,,
INV-H1-000873,873,development,erroneous,True,False,1606768,1620843,contract_number|invoice_amount|line_amount|unit_price,
INV-H1-000874,874,development,correct,False,False,4914354,4914354,,
INV-H1-000875,875,development,correct,False,False,1851716,1851716,,
INV-H1-000876,876,development,review,False,True,,2290880,,service_match_unresolved
INV-H1-000877,877,development,correct,False,False,1831050,1831050,,
INV-H1-000878,878,development,correct,False,False,465023,465023,,
INV-H1-000879,879,development,correct,False,False,1409079,1409079,,
INV-H1-000880,880,development,correct,False,False,1781344,1781344,,
INV-H1-000881,881,development,correct,False,False,4549164,4549164,,
INV-H1-000882,882,development,correct,False,False,4953447,4953447,,
INV-H1-000883,883,development,correct,False,False,6169030,6169030,,
INV-H1-000884,884,development,review,False,True,,3351299,,service_match_unresolved
INV-H1-000885,885,development,correct,False,False,1260530,1260530,,
INV-H1-000886,886,development,correct,False,False,1208930,1208930,,
INV-H1-000887,887,development,correct,False,False,561050,561050,,
INV-H1-000888,888,held_aside,review,False,True,,3334135,,service_match_unresolved
INV-H1-000889,889,development,correct,False,False,1408665,1408665,,
INV-H1-000890,890,development,correct,False,False,1368317,1368317,,
INV-H1-000891,891,held_aside,correct,False,False,902350,902350,,
INV-H1-000892,892,development,correct,False,False,1028425,1028425,,
INV-H1-000893,893,development,correct,False,False,2692710,2692710,,
INV-H1-000894,894,development,correct,False,False,1531372,1531372,,
INV-H1-000895,895,development,review,False,True,,3643338,,service_match_unresolved
INV-H1-000896,896,development,correct,False,False,2917920,2917920,,
INV-H1-000897,897,development,correct,False,False,2344075,2344075,,
INV-H1-000898,898,development,correct,False,False,2237689,2237689,,
INV-H1-000899,899,development,review,False,True,,2339046,,service_match_unresolved
INV-H1-000900,900,development,correct,False,False,4565783,4565783,,
INV-H1-000901,901,development,correct,False,False,3226125,3226125,,
INV-H1-000902,902,development,correct,False,False,2514158,2514158,,
INV-H1-000903,903,held_aside,review,False,True,,4385784,,service_match_unresolved
INV-H1-000904,904,development,correct,False,False,2011695,2011695,,
INV-H1-000905,905,development,review,False,True,,1939939,,service_match_unresolved
INV-H1-000906,906,development,correct,False,False,857575,857575,,
INV-H1-000907,907,development,correct,False,False,1270625,1270625,,
INV-H1-000908,908,development,correct,False,False,3268266,3268266,,
INV-H1-000909,909,development,correct,False,False,1333831,1333831,,
INV-H1-000910,910,held_aside,correct,False,False,3954572,3954572,,
INV-H1-000911,911,development,correct,False,False,1781766,1781766,,
INV-H1-000912,912,development,review,False,True,,3012993,,service_match_unresolved
INV-H1-000913,913,held_aside,correct,False,False,1484675,1484675,,
INV-H1-000914,914,development,review,False,True,,6185689,,service_match_unresolved
INV-H1-000915,915,development,review,False,True,,1610819,,service_match_unresolved
INV-H1-000916,916,development,correct,False,False,2434972,2434972,,
INV-H1-000917,917,development,correct,False,False,2843717,2843717,,
INV-H1-000918,918,held_aside,correct,False,False,2565249,2565249,,
